gene_id,Control1_NP,Control2_NP,Control3_NP,Control4_NP,Control1_P,Control2_P,Control3_P,Control4_P,EE1_P,EE2_P,EE3_P,EE4_P
MSTRG.4542,0,3,0,0,0,21,0,6,0,0,0,0
MSTRG.19473,803,399,419,459,718,461,527,1159,1183,552,426,646
MSTRG.16781,31,0,16,27,22,11,4,29,26,6,9,0
MSTRG.16782,858,968,600,884,934,532,551,1726,1801,1068,656,1208
MSTRG.16783,352,336,209,208,515,325,235,868,1253,413,286,414
MSTRG.19477,5,5,10,3,11,0,0,2,8,2,4,6
MSTRG.16785,0,17,90,4,9,0,9,13,10,0,0,18
MSTRG.16786,74,17,22,35,19,291,32,123,63,7,63,178
MSTRG.19474,8,7,8,0,8,6,7,16,8,4,0,9
MSTRG.19176,3853,2648,3086,2604,2698,1986,1802,8322,6602,3709,2316,3085
MSTRG.7448,1971,1455,1294,1398,1396,971,712,3123,3225,1925,1049,1701
MSTRG.11521,428,648,727,291,311,428,279,719,681,343,316,418
MSTRG.11832,410,743,875,508,307,329,238,951,852,634,233,373
MSTRG.11523,0,15,5,29,0,8,0,11,20,27,46,18
MSTRG.11522,460,352,286,60,166,73,152,247,327,176,577,221
MSTRG.11525,830,674,412,423,620,456,464,2157,997,1107,862,984
MSTRG.18879,1996,1444,1829,1676,2230,1067,1162,4002,3848,2055,1340,2009
MSTRG.11527,7003,4706,4954,5564,4936,2785,2854,10305,11617,4837,3444,5958
MSTRG.11526,738,531,580,570,490,473,290,1002,1151,635,435,618
MSTRG.11529,97,90,66,78,58,141,43,118,408,74,108,79
MSTRG.11528,20,0,11,10,0,4,9,12,23,9,6,12
MSTRG.11839,0,0,0,0,0,0,0,2,0,0,0,2
MSTRG.11838,503,377,391,334,667,552,348,1173,1201,513,648,771
MSTRG.18870,1372,1481,1314,1326,1231,1149,1263,2676,2558,1710,1242,1519
MSTRG.18871,189,168,286,192,132,133,224,478,476,290,193,343
MSTRG.18872,286,95,272,123,119,354,135,103,324,154,204,47
MSTRG.18873,460,300,376,361,458,239,278,753,707,659,362,439
MSTRG.18194,451,340,287,224,237,207,255,568,692,354,212,269
MSTRG.3798,617,712,620,583,433,396,297,1119,959,543,422,588
MSTRG.3799,0,15,21,11,10,16,4,73,20,4,0,32
MSTRG.1292,2746,2587,2179,3137,3440,2861,3388,8471,8271,3969,2489,5775
MSTRG.3356,752,457,418,461,482,340,261,1172,685,791,561,435
MSTRG.14143,0,0,18,3,0,0,0,0,4,0,0,0
MSTRG.3792,8972,6156,6082,4188,3180,2592,2208,6738,10647,3199,3170,3851
MSTRG.3793,1172,1627,1462,1235,913,1043,623,2910,3060,1381,1057,1423
MSTRG.3790,0,0,8,0,0,22,0,30,7,7,0,0
MSTRG.3791,620,477,611,491,405,323,369,891,890,577,423,501
MSTRG.3796,19,9,6,4,8,12,0,32,11,20,0,9
MSTRG.20929,27,31,24,16,22,8,11,30,43,10,15,21
MSTRG.3794,729,499,435,544,777,665,480,2067,2622,1066,804,966
MSTRG.3795,158,118,102,101,127,121,62,231,186,264,119,153
MSTRG.16432,7,7,0,4,0,2,17,0,8,2,0,0
MSTRG.16433,5,0,0,5,5,15,16,9,0,11,0,9
MSTRG.8442,5070,5006,4222,4778,3985,3081,2619,9465,8786,4946,3180,5169
MSTRG.16431,66,136,112,91,63,93,106,235,205,142,131,168
MSTRG.16436,71,56,41,68,27,35,43,87,85,55,31,88
MSTRG.16437,58,126,38,76,56,68,64,239,169,72,78,205
MSTRG.16434,867,845,1003,433,877,679,828,1353,2477,1076,876,1880
MSTRG.16435,85,115,55,58,55,23,20,106,88,41,71,67
MSTRG.5626,1238,1198,1061,1303,1068,810,710,2311,1812,1229,784,1467
MSTRG.16438,2930,2439,2151,2193,1685,1531,1451,5202,4883,1961,2014,2612
MSTRG.16439,319,423,266,271,252,264,444,890,677,379,257,540
MSTRG.398,1278,1605,1342,1247,1296,991,1012,3038,2813,1721,1228,1975
MSTRG.4519,59,156,79,31,32,47,22,233,119,75,67,56
MSTRG.4518,7392,6035,6141,4423,6198,4862,4806,14093,14817,7039,5549,7907
MSTRG.6691,1669,446,802,752,189,213,191,1195,678,290,295,712
MSTRG.4515,1919,1574,1174,1129,1059,1132,953,3423,3445,2022,1219,2029
MSTRG.9834,38,22,30,0,117,117,87,57,56,123,81,122
MSTRG.4517,1196,4461,1801,446,4617,4458,4403,7542,8558,7035,9672,8099
MSTRG.9836,3842,2657,2582,2147,2567,1847,1510,6226,6182,3098,1964,2658
MSTRG.4511,23,10,14,8,9,7,7,33,10,12,9,3
MSTRG.4510,941,1179,909,855,846,752,815,2381,2218,1611,1113,1197
MSTRG.4513,8,10,16,5,12,5,17,13,18,12,8,3
MSTRG.9832,0,6,0,0,0,21,0,11,14,7,0,0
MSTRG.7309,3,0,0,0,0,0,0,18,7,4,64,0
MSTRG.7308,1901,1624,1414,1327,1383,1196,722,3017,2859,1895,922,1733
MSTRG.11787,212,113,85,110,89,76,102,247,357,109,88,166
MSTRG.11786,514,402,271,371,364,204,218,801,796,422,240,393
MSTRG.11781,33,30,26,31,29,24,47,62,88,30,50,38
MSTRG.11780,812,1056,816,788,899,888,696,2454,2066,1221,772,1295
MSTRG.11783,48,68,39,36,34,65,59,84,185,73,66,63
MSTRG.11782,671,676,626,618,514,440,545,1386,1352,899,521,765
MSTRG.7301,2,0,5,0,2,9,0,4,4,0,0,2
MSTRG.7300,1254,785,849,696,961,849,691,2326,2490,1167,1044,1129
MSTRG.7303,0,0,0,0,0,0,0,1,0,0,0,0
MSTRG.2774,2684,1724,1534,1862,1511,907,573,3921,4752,1514,1334,1326
MSTRG.11789,106,62,55,76,86,58,33,152,177,99,63,92
MSTRG.11788,282,298,276,310,243,148,182,656,547,331,163,293
MSTRG.7307,1726,1294,1326,806,845,1299,662,2008,1936,1440,1156,1304
MSTRG.2770,0,4,0,0,0,15,0,4,0,0,0,0
MSTRG.653,3163,3585,2952,3262,2751,2086,2114,6589,6390,3689,2527,3880
MSTRG.120,17,13,10,7,9,11,7,24,16,25,17,6
MSTRG.651,2,3,2,0,0,2,0,5,9,13,2,0
MSTRG.122,1006,1078,1030,963,745,681,740,2042,2157,1255,847,1157
MSTRG.8308,24,30,60,35,86,52,77,46,58,61,128,21
MSTRG.124,3712,2875,2969,2350,2616,2438,1691,7565,6631,3949,2400,2668
MSTRG.2821,0,0,0,0,0,23,0,0,0,0,0,4
MSTRG.126,21,15,19,14,6,28,22,50,24,10,19,14
MSTRG.129,376,246,375,389,271,316,282,519,526,441,263,497
MSTRG.8305,0,0,2,2,0,4,0,8,6,2,2,6
MSTRG.659,0,0,0,0,0,16,0,0,0,0,0,0
MSTRG.3427,8,11,20,28,27,24,10,51,33,24,13,27
MSTRG.8300,267,113,264,108,174,165,188,681,430,182,231,275
MSTRG.8301,0,2,1,2,0,0,0,0,112,0,30,0
MSTRG.2829,3129,3458,1988,1155,3296,2071,3211,5589,5136,5222,4197,3980
MSTRG.2828,1073,1181,1221,973,790,525,688,1845,1659,859,678,994
MSTRG.10683,1112,1298,1355,1235,822,853,860,2580,2239,1355,961,1455
MSTRG.15208,2148,1434,1034,1064,989,732,586,2052,2081,1387,1072,1149
MSTRG.15209,154,149,54,171,163,96,75,199,257,150,94,131
MSTRG.10682,1,0,0,0,2,0,0,0,0,0,2,0
MSTRG.15204,2395,1742,2052,2039,1718,2005,1102,4819,3369,2627,1726,2676
MSTRG.15205,279,286,308,266,235,132,119,637,608,215,174,269
MSTRG.15206,7,10,12,16,11,9,4,20,7,0,8,3
MSTRG.15207,412,630,509,333,304,418,369,1157,1113,540,536,505
MSTRG.15200,63,78,93,57,42,84,47,179,147,62,54,74
MSTRG.15201,61,52,28,14,73,113,62,115,177,109,59,103
MSTRG.15202,1544,1234,1276,1005,1102,866,657,2634,2524,1733,981,1138
MSTRG.15203,1984,2528,2055,1483,2249,1374,1257,4496,3792,2110,1895,2504
MSTRG.6845,876,500,290,422,419,418,327,1164,1034,565,489,631
MSTRG.837,1161,1373,1233,972,619,884,642,2564,2646,1617,1020,1162
MSTRG.17020,401,459,379,437,395,257,238,1067,868,644,351,521
MSTRG.2228,41,26,30,18,7,17,30,98,50,22,9,60
MSTRG.21551,275,222,192,151,237,203,130,457,595,251,162,244
MSTRG.18450,12,22,28,7,0,18,0,27,18,0,0,12
MSTRG.15120,27,23,16,25,13,71,14,291,49,17,32,66
MSTRG.8645,0,0,0,0,8,21,0,5,11,4,0,0
MSTRG.14871,152,154,148,152,74,98,79,343,252,206,112,165
MSTRG.5468,1857,1441,1483,1092,1253,816,748,3195,2957,1460,1077,1442
MSTRG.2130,5,8,3,0,9,0,0,0,0,10,15,0
MSTRG.14459,12,0,13,0,0,11,0,7,30,0,21,17
MSTRG.8237,1266,1141,1049,1026,825,1031,690,2458,2176,1276,964,1437
MSTRG.12306,23,8,7,13,205,28,97,368,182,82,7,0
MSTRG.5796,592,716,443,463,502,587,498,1434,1118,679,518,880
MSTRG.19078,229,303,366,182,131,124,180,262,249,296,202,171
MSTRG.18917,1029,619,535,171,123,59,372,184,411,194,961,144
MSTRG.1464,2148,2248,2210,1708,1842,1563,1714,4793,3838,2153,1838,2330
MSTRG.8644,0,0,0,0,0,8,0,0,3,0,0,6
MSTRG.11425,49,91,96,87,38,50,21,147,54,44,36,73
MSTRG.11426,1349,723,798,809,601,417,305,1085,1599,853,668,705
MSTRG.19786,2187,2045,2450,1764,1623,1579,1726,3599,4638,2278,1794,2528
MSTRG.4561,163,546,561,338,349,546,374,1366,1274,874,653,951
MSTRG.3809,19,5,0,7,0,5,4,17,11,13,10,10
MSTRG.11427,3666,3009,3421,3061,3109,2370,2635,8539,8277,4179,3407,4509
MSTRG.12307,57,57,38,37,34,27,50,69,82,20,40,43
MSTRG.1489,22,20,18,4,14,49,13,24,36,22,18,44
MSTRG.835,332,355,335,324,195,267,144,570,605,360,264,269
MSTRG.1484,2134,1901,1550,1371,2075,1392,1768,6099,5534,2466,2155,2521
MSTRG.9701,2403,2052,1822,1402,1706,1280,1283,3820,4117,2137,1579,2147
MSTRG.1486,4562,4790,3868,2895,2317,1686,2163,6518,6085,2577,2483,3414
MSTRG.1487,2544,2519,2156,2224,1739,1360,1320,4465,3720,2157,1637,2254
MSTRG.1480,7,5,7,10,14,21,2,6,16,6,4,9
MSTRG.1481,3,57,64,0,125,0,0,0,2,0,50,0
MSTRG.1482,147,163,103,144,92,63,66,240,354,122,103,104
MSTRG.18912,13,11,13,7,7,46,25,72,47,30,16,23
MSTRG.8647,119,57,53,0,10,0,31,3,6,4,66,0
MSTRG.8560,47,54,167,54,10,63,10,42,40,24,28,31
MSTRG.11422,187,86,115,158,259,120,120,555,308,224,512,179
MSTRG.1413,794,901,884,785,704,1106,1037,1937,2081,955,698,1120
MSTRG.19910,1330,1279,1193,1321,1178,982,815,2570,2261,1501,839,1407
MSTRG.8654,543,469,371,393,339,407,324,1059,923,560,406,548
MSTRG.11423,8802,10607,8655,5888,5889,5777,5104,20718,13748,8516,6375,10964
MSTRG.2132,0,0,10,0,0,17,0,11,0,7,0,0
MSTRG.21711,556,289,315,354,252,412,319,1032,786,330,291,467
MSTRG.21710,273,189,233,236,52,194,101,405,425,77,103,185
MSTRG.21713,469,446,426,387,472,370,258,934,924,566,351,467
MSTRG.21712,1434,2095,2062,1388,2195,1114,1292,3214,2797,2194,1253,1937
MSTRG.21715,23,81,276,19,0,974,18,300,23,5,108,14
MSTRG.21714,1184,1173,1191,960,1115,815,654,2518,2273,1533,1167,1407
MSTRG.21717,55,45,23,63,42,34,64,79,141,48,123,17
MSTRG.21716,22,24,10,12,27,12,24,27,26,20,43,8
MSTRG.21719,33,1,8,7,18,8,20,4,44,1,12,21
MSTRG.21718,7,204,88,38,95,14,20,383,143,70,24,274
MSTRG.11767,0,0,0,0,0,32,7,0,12,0,6,5
MSTRG.1514,94,20,25,0,6,7,8,12,22,39,9,0
MSTRG.9303,1698,1398,1512,1299,1231,1016,934,3246,3171,1758,1250,1567
MSTRG.9302,1670,1813,1384,1918,970,705,666,3017,2085,1645,862,1644
MSTRG.9301,921,916,863,1303,737,887,782,2099,2258,856,673,1422
MSTRG.9300,1217,1074,1330,1273,674,885,574,1544,2304,1335,1059,1556
MSTRG.9307,240,207,225,204,280,215,136,415,633,217,185,246
MSTRG.9306,70,6,49,21,79,43,46,140,129,14,45,16
MSTRG.9305,219,126,102,198,236,161,179,702,406,200,121,130
MSTRG.9304,1671,1536,1499,1558,1212,1203,917,3231,3297,1613,1109,1783
MSTRG.18207,51,44,41,30,64,54,19,147,89,57,41,79
MSTRG.18206,4353,2754,2407,2260,2339,1899,1576,4984,5157,2985,3310,2654
MSTRG.19780,100,54,72,0,11,6,82,24,368,10,184,14
MSTRG.18204,706,466,404,415,384,285,347,866,1106,569,476,534
MSTRG.18203,1407,672,943,581,909,468,719,1734,2261,1245,780,1006
MSTRG.18202,729,726,596,566,459,602,438,1405,1272,764,641,478
MSTRG.18201,322,300,348,269,313,218,182,593,670,279,267,337
MSTRG.18200,538,506,442,398,409,296,279,759,1022,517,346,509
MSTRG.14001,192,159,159,88,142,107,85,241,197,329,125,246
MSTRG.1157,2930,2719,2093,2063,2366,1948,1706,5503,5531,3050,2313,2922
MSTRG.14003,2907,2017,2365,1690,1807,1242,830,3601,4265,1997,1557,1831
MSTRG.14002,144,187,175,88,24,59,66,115,335,267,62,368
MSTRG.1152,2,0,0,0,0,10,0,0,0,0,0,0
MSTRG.1153,4,10,0,0,0,54,0,6,0,0,0,0
MSTRG.1150,566,354,275,551,320,320,423,663,644,404,531,483
MSTRG.1151,425,160,166,75,78,69,23,193,291,74,124,70
MSTRG.14009,1258,1335,1112,399,1105,901,924,2696,2479,1589,895,1484
MSTRG.10075,644,549,733,790,319,334,445,729,545,769,661,538
MSTRG.10076,66,87,79,90,17,23,28,52,108,51,40,34
MSTRG.10077,600,590,379,511,496,352,401,965,1166,545,352,695
MSTRG.10070,115,122,136,89,120,64,87,334,361,122,154,94
MSTRG.17213,404,391,314,379,320,266,223,694,687,427,345,502
MSTRG.10072,165,209,111,218,260,144,147,380,380,449,233,226
MSTRG.10073,0,2,0,1,0,1,0,0,2,1,0,2
MSTRG.8562,460,147,455,244,187,267,191,693,1005,310,159,351
MSTRG.13740,8,0,4,0,0,19,27,10,0,9,5,0
MSTRG.17212,1347,849,669,483,624,780,404,1631,1484,897,658,981
MSTRG.6796,45,53,17,24,17,100,11,67,60,26,40,57
MSTRG.12137,1028,1311,1191,752,702,558,548,2093,1928,627,696,922
MSTRG.17215,262,229,198,236,197,199,241,495,452,380,196,301
MSTRG.6431,588,777,683,836,438,555,523,1554,967,785,452,984
MSTRG.13269,2044,1540,2474,1222,1732,799,1179,3452,4642,2053,1087,1287
MSTRG.18198,411,306,385,239,169,255,172,632,553,316,249,240
MSTRG.19658,10,21,4,0,0,3,5,0,107,0,8,23
MSTRG.21465,1141,1543,1296,1272,1073,819,708,2430,1678,1589,776,1468
MSTRG.3888,754,484,421,168,260,220,364,702,709,262,885,352
MSTRG.3889,0,0,3,0,0,0,7,3,3,0,2,0
MSTRG.3886,1652,1462,1509,1107,1196,1101,1143,3429,3177,1578,1379,1824
MSTRG.3887,307,221,261,192,199,130,122,555,628,270,202,287
MSTRG.3884,525,941,778,502,740,958,829,1825,1800,1668,1133,2009
MSTRG.3885,1051,861,903,659,834,577,532,2131,1979,1261,809,845
MSTRG.3882,2116,1896,1429,1316,1745,982,1195,3729,3690,2282,1479,1993
MSTRG.3883,310,316,178,201,264,339,433,917,625,458,319,533
MSTRG.3880,1774,2341,2483,2715,1949,1690,1613,5305,3444,3275,1443,3466
MSTRG.3881,0,85,0,6,6,11,0,10,13,6,0,4
MSTRG.13264,291,359,226,272,261,256,215,573,549,397,328,427
MSTRG.7886,100,31,42,33,17,147,75,13,22,0,155,26
MSTRG.1039,958,981,827,813,827,599,716,2469,2523,950,928,1139
MSTRG.1038,30,15,17,19,34,28,20,85,61,30,49,41
MSTRG.18589,26,46,52,26,79,23,47,107,81,43,48,84
MSTRG.19902,540,378,375,284,404,1765,245,774,662,439,421,408
MSTRG.1035,0,0,0,0,0,0,8,6,2,0,0,0
MSTRG.1034,24,34,39,0,0,17,45,29,32,19,55,38
MSTRG.1037,614,560,537,404,508,679,446,1228,1712,735,780,793
MSTRG.1036,0,0,0,0,0,0,0,3,0,0,0,0
MSTRG.1031,3696,3079,3108,4076,4642,2165,2548,6795,8383,4424,2780,3163
MSTRG.1030,92,100,59,85,27,0,37,140,155,96,43,25
MSTRG.1033,207,50,246,27,13,0,28,30,13,23,36,13
MSTRG.1759,391,298,392,214,343,285,253,875,787,283,366,360
MSTRG.18855,0,3,10,0,0,0,0,4,0,3,0,0
MSTRG.19900,179,54,56,55,31,46,26,84,110,58,48,30
MSTRG.12684,204,112,67,11,30,19,66,75,68,27,141,12
MSTRG.2680,289,335,221,212,189,180,174,527,547,405,139,314
MSTRG.19907,5,5,1,3,28,6,3,43,15,17,1,5
MSTRG.9849,3325,3593,3293,2576,2392,1791,1840,6804,5149,4155,2740,3319
MSTRG.18192,794,752,833,465,510,480,374,1349,1469,801,645,691
MSTRG.16195,21357,27945,21732,18885,16430,12211,10089,47785,37069,29449,13589,20495
MSTRG.13261,25,28,23,20,21,14,17,66,36,25,10,23
MSTRG.13262,0,0,0,0,0,6,4,0,0,0,14,0
MSTRG.8662,0,28,26,0,5,0,14,0,0,0,60,0
MSTRG.20923,0,0,0,0,0,11,0,7,0,0,5,6
MSTRG.19904,57,62,67,55,28,28,48,95,98,44,48,59
MSTRG.12133,43,48,17,48,52,44,41,60,131,14,32,57
MSTRG.12687,485,659,578,638,396,417,439,1163,836,698,504,604
MSTRG.595,1176,1429,1179,1022,941,784,862,2270,1791,1561,945,1375
MSTRG.16161,2067,2298,2518,2254,1948,1935,1634,8021,4993,3398,2287,3106
MSTRG.1750,11,8,0,5,4,29,6,14,8,0,0,4
MSTRG.13745,19,19,25,8,18,22,41,65,30,6,14,28
MSTRG.16162,1526,1584,1245,1038,1222,863,834,4837,2868,1141,1189,1263
MSTRG.8200,9,9,7,9,24,9,10,26,19,15,0,8
MSTRG.10698,291,203,155,136,141,107,79,279,410,208,194,145
MSTRG.16515,71,143,50,41,141,459,64,194,247,316,151,268
MSTRG.6685,536,405,410,318,536,320,445,1058,1404,473,531,642
MSTRG.16163,9916,6997,7433,6611,5859,3970,3506,14244,11918,6322,3659,6298
MSTRG.6683,1873,1667,1448,1523,968,664,625,2468,1973,1626,1195,1503
MSTRG.6682,444,439,362,132,136,273,304,427,549,188,320,115
MSTRG.6681,235,318,403,587,138,180,133,331,348,251,140,169
MSTRG.16514,436,283,266,192,191,229,100,408,439,119,262,205
MSTRG.10690,11,9,11,8,9,8,8,30,37,7,7,5
MSTRG.12689,0,0,0,2,3,0,0,4,15,0,4,0
MSTRG.10692,3,0,0,0,0,14,0,7,13,5,0,0
MSTRG.10693,2737,2494,2400,2866,2436,2378,2076,7102,5843,3465,2097,3749
MSTRG.10694,8,19,22,24,25,16,29,39,52,34,37,24
MSTRG.10695,13,9,2,4,16,2,6,9,25,4,7,2
MSTRG.10696,163,139,308,302,341,222,83,282,464,269,131,237
MSTRG.19656,13,13,28,17,16,18,8,56,53,20,9,18
MSTRG.20402,2997,2765,2253,2108,1984,1571,1527,4637,4253,3339,2202,2618
MSTRG.15770,0,0,20,25,0,15,3,25,79,52,4,68
MSTRG.20400,1559,1276,1049,1122,931,803,682,2592,2163,1638,959,1224
MSTRG.20401,165,176,176,109,130,69,104,329,255,261,173,161
MSTRG.20406,402,366,445,367,295,298,199,773,825,375,356,414
MSTRG.20407,3134,2765,2303,2545,2167,1793,1400,5503,6133,1946,1939,2868
MSTRG.9761,92,23,31,0,5,0,105,13,11,0,191,0
MSTRG.15771,417,471,634,470,207,770,779,2437,689,920,1262,292
MSTRG.20097,1445,1156,1110,884,922,838,868,2706,2386,1407,1018,1283
MSTRG.16511,1508,1509,1342,1298,1186,1172,915,3170,2835,1726,1367,1821
MSTRG.20408,20,27,27,12,32,24,19,71,36,26,26,28
MSTRG.20409,1804,2078,2306,1211,2018,1558,962,4795,2832,2484,1574,1869
MSTRG.15804,173,33,112,49,59,27,24,106,114,50,49,58
MSTRG.12873,332,302,324,294,245,220,205,634,573,351,286,282
MSTRG.5488,1099,955,941,822,775,640,574,2227,2521,1131,934,1174
MSTRG.5489,337,197,318,177,148,126,139,416,461,170,222,197
MSTRG.17204,3596,3933,2729,3204,3791,2403,2529,6708,7781,4224,2556,4007
MSTRG.17205,139,134,151,130,331,216,263,407,620,263,135,312
MSTRG.17202,12,37,51,48,14,72,0,91,25,30,13,22
MSTRG.13526,1512,1445,1195,1408,1152,1098,959,3088,2769,1673,1209,1471
MSTRG.17200,2746,2739,2746,2002,1984,1508,1553,5345,4021,2912,2143,2714
MSTRG.17201,3498,3534,2937,2892,3004,2313,2216,6918,7755,3826,2643,3757
MSTRG.5480,24356,15911,12958,7367,20512,12159,13408,36210,43835,23500,16627,25481
MSTRG.19911,414,117,161,190,258,356,382,338,718,141,83,145
MSTRG.13529,465,445,287,391,432,375,235,1006,994,423,454,583
MSTRG.16512,18,103,38,0,100,38,14,60,210,44,187,52
MSTRG.5484,1229,2340,1956,2095,1387,1274,1624,3320,2659,2852,1180,2364
MSTRG.19915,3014,2831,2603,2499,1712,1996,1580,5476,4913,2737,1885,2563
MSTRG.17208,0,0,0,0,0,0,0,0,2,0,9,0
MSTRG.17209,12,0,0,0,0,0,0,0,3,0,0,0
MSTRG.16155,10,31,14,15,16,70,9,31,34,28,27,38
MSTRG.12693,380,344,353,427,340,280,282,663,932,390,331,420
MSTRG.19642,78,93,68,143,50,39,105,136,72,203,59,92
MSTRG.12691,2653,2758,2505,2105,2086,1732,1701,5322,4140,2973,2367,2831
MSTRG.19312,35,13,5,16,0,2,4,10,2,1,0,3
MSTRG.12697,41,20,37,6,2,7,12,19,27,8,8,19
MSTRG.16153,5,13,7,4,0,7,8,44,2,6,6,2
MSTRG.19647,170,167,110,118,152,96,147,357,302,165,96,166
MSTRG.12128,9,3,7,0,3,4,6,3,9,0,0,0
MSTRG.12129,33,6,18,6,37,165,20,79,70,0,53,64
MSTRG.12698,0,0,3,0,0,17,0,0,0,0,0,0
MSTRG.15801,139,50,49,73,93,64,37,210,171,87,51,102
MSTRG.16159,3522,3648,3010,2822,2735,2805,2709,7995,7394,3471,3196,3988
MSTRG.16158,12,0,0,9,0,0,0,14,0,0,0,4
MSTRG.19318,51,48,26,20,17,14,31,110,81,25,70,83
MSTRG.19319,11,10,12,18,12,7,10,46,35,17,14,11
MSTRG.5402,419,576,512,343,391,407,413,1102,1060,557,378,683
MSTRG.16906,0,0,8,0,0,7,0,3,6,5,2,3
MSTRG.18193,235,456,236,322,266,224,343,613,468,392,313,364
MSTRG.9709,13649,9590,0,62,2766,0,5058,21,19,1539,6630,52
MSTRG.12682,638,580,576,645,621,605,309,1442,1327,630,368,591
MSTRG.2684,809,224,194,317,189,328,141,1010,362,172,483,325
MSTRG.12501,1584,2039,1402,1836,1623,1429,1099,5082,6460,1595,2285,1756
MSTRG.2210,4,0,0,0,6,0,0,6,3,0,0,0
MSTRG.2211,61,60,64,53,67,71,49,140,118,57,35,70
MSTRG.2212,3396,3145,3472,3323,2734,2130,1854,5595,5386,3863,2046,3587
MSTRG.2213,97,54,85,126,77,194,78,117,137,66,140,68
MSTRG.2214,34,8,11,14,12,53,23,28,39,6,40,20
MSTRG.9624,0,0,0,0,0,0,0,0,2,0,0,0
MSTRG.2216,0,0,10,0,12,23,0,12,18,12,11,12
MSTRG.2217,46,27,0,39,27,130,26,36,30,29,51,31
MSTRG.2218,82,128,210,30,119,107,40,210,425,204,117,120
MSTRG.2219,0,3,0,0,3,0,0,8,5,6,4,2
MSTRG.19456,2018,1869,1666,1239,1275,1175,1274,3308,3620,1996,1453,1983
MSTRG.5268,123,118,178,58,205,124,65,227,337,96,102,59
MSTRG.5269,20847,23227,21070,18868,15273,11607,12109,39412,30169,27580,13157,20202
MSTRG.5264,779,892,693,731,607,447,454,1429,1570,771,683,578
MSTRG.5265,1779,2516,1432,2026,1491,1248,1187,4832,3101,2385,1340,2334
MSTRG.5266,1049,1037,655,748,686,474,610,1931,1370,1070,648,1023
MSTRG.5267,126,59,90,81,78,73,62,182,186,83,56,96
MSTRG.13849,29,37,61,47,11,23,34,77,97,35,19,29
MSTRG.5261,194,279,187,175,162,104,123,315,242,270,179,222
MSTRG.5262,167,102,117,186,45,100,188,403,180,192,118,95
MSTRG.5263,1014,671,235,212,60,224,71,728,334,154,98,126
MSTRG.12344,2695,3317,3306,2967,1976,1670,1499,6048,4302,3570,2055,3052
MSTRG.10092,105,264,236,183,170,184,120,505,624,221,239,233
MSTRG.12346,0,8,0,0,0,0,7,0,0,0,0,0
MSTRG.12347,167,167,141,148,179,103,106,312,327,172,129,162
MSTRG.12340,17,16,17,16,7,11,12,33,43,12,3,17
MSTRG.12341,1030,1439,646,566,1388,985,716,1872,3804,754,1569,1475
MSTRG.12342,306,482,418,197,511,654,524,1226,1732,686,795,760
MSTRG.12343,14,24,18,22,9,8,0,17,37,13,7,25
MSTRG.12348,874,653,456,325,693,360,295,1347,1246,817,579,532
MSTRG.10090,104,140,81,0,19,0,75,15,24,0,103,0
MSTRG.6438,1101,1284,1433,1326,1158,959,1495,2281,2814,2061,1277,1431
MSTRG.21276,159,46,53,11,165,99,98,168,389,116,179,204
MSTRG.10091,662,1185,797,971,459,747,619,2291,1742,1174,665,1236
MSTRG.21277,38,21,29,7,47,27,46,28,73,46,51,46
MSTRG.10716,958,1638,1024,1515,774,762,962,2892,2563,2080,920,2011
MSTRG.10096,1003,271,222,427,198,172,186,876,990,821,340,841
MSTRG.11042,10,5,11,0,0,26,0,7,17,7,3,8
MSTRG.5621,1357,463,620,86,141,61,377,492,293,130,776,152
MSTRG.9765,3483,2595,2499,2053,1890,1599,1498,5209,4654,2452,2015,2824
MSTRG.10097,1773,1699,1493,1270,1138,1194,942,3374,2774,2112,1167,1956
MSTRG.3701,367,426,355,318,362,300,269,983,888,482,455,394
MSTRG.1411,69,82,54,34,49,49,59,127,118,79,52,55
MSTRG.10094,1527,2252,2006,1902,1967,1521,995,3682,5250,2626,2182,2486
MSTRG.1104,52,28,9,11,4,10,28,8,18,0,43,17
MSTRG.11397,114,50,84,173,36,62,25,203,214,61,73,26
MSTRG.17360,17,14,8,10,4,20,9,6,0,15,0,15
MSTRG.11394,10,42,2,49,13,19,0,0,20,4,2,16
MSTRG.6439,51,150,71,95,46,43,96,104,135,108,26,66
MSTRG.18190,330,531,409,431,244,463,253,1101,1282,514,524,498
MSTRG.21629,10,15,74,112,46,3,84,110,24,189,77,187
MSTRG.7449,674,326,379,330,708,526,538,1384,1629,605,710,542
MSTRG.21628,143,140,91,0,6,0,32,12,16,0,129,0
MSTRG.13058,420,296,174,407,366,297,340,692,1167,286,285,413
MSTRG.8133,0,3,2,0,4,0,0,2,0,0,0,0
MSTRG.19756,8,23,6,6,3,9,0,21,22,0,40,9
MSTRG.12199,942,393,687,548,579,523,299,2122,1225,616,832,757
MSTRG.11393,9,7,0,0,0,0,4,0,3,0,5,0
MSTRG.6466,13,17,0,0,0,56,0,30,14,17,7,14
MSTRG.3707,2802,2516,2338,2325,2101,1463,1475,4627,5101,2641,2014,2684
MSTRG.16902,10,10,0,0,19,16,7,34,27,11,13,11
MSTRG.8130,1040,654,642,416,671,587,450,1228,1462,927,617,771
MSTRG.15712,1361,848,824,670,777,526,466,1990,1531,708,578,796
MSTRG.18997,330,282,199,327,259,160,239,418,776,425,231,264
MSTRG.7442,13010,26255,13816,2500,33988,9903,21270,18994,40471,23794,26996,29049
